,housing,campaign,job,age,loan,marital,education
39641,yes,1,admin.,50,no,married,high.school
39642,no,2,management,61,no,married,university.degree
39643,no,1,unemployed,48,no,married,professional.course
39644,yes,1,unemployed,48,no,married,professional.course
39645,no,2,admin.,50,no,married,high.school
39646,yes,1,technician,40,no,married,professional.course
39647,yes,1,admin.,30,no,single,high.school
39648,yes,1,admin.,60,no,married,unknown
39649,no,1,unemployed,48,no,married,professional.course
39650,yes,1,retired,77,no,married,university.degree
39651,no,1,admin.,30,no,single,high.school
39652,yes,2,management,47,no,married,university.degree
39653,yes,1,management,34,no,single,university.degree
39654,yes,1,blue-collar,45,no,married,professional.course
39655,yes,1,retired,92,no,married,unknown
39656,no,1,management,58,no,married,university.degree
39657,yes,1,admin.,31,no,married,university.degree
39658,yes,1,unemployed,41,no,married,basic.9y
39659,yes,1,admin.,28,no,single,high.school
39660,no,1,admin.,29,no,single,university.degree
39661,yes,2,services,39,no,married,high.school
39662,yes,1,retired,70,no,married,basic.4y
39663,yes,1,admin.,40,no,single,basic.9y
39664,yes,1,admin.,40,no,single,basic.9y
39665,yes,2,admin.,28,no,single,high.school
39666,yes,3,management,60,no,married,unknown
39667,yes,3,admin.,29,yes,married,university.degree
39668,no,2,management,52,no,married,university.degree
39669,no,5,management,52,no,married,university.degree
39670,yes,5,admin.,30,no,single,high.school
39671,no,1,technician,47,yes,divorced,professional.course
39672,no,4,admin.,32,no,married,university.degree
39673,yes,3,admin.,41,no,married,university.degree
39674,yes,1,retired,68,yes,married,basic.4y
39675,yes,4,technician,33,no,married,professional.course
39676,yes,2,retired,76,no,married,basic.4y
39677,yes,3,admin.,65,no,married,university.degree
39678,yes,3,retired,77,yes,married,unknown
39679,yes,2,technician,33,yes,married,professional.course
39680,yes,3,management,52,no,married,university.degree
39681,yes,5,admin.,33,no,single,university.degree
39682,yes,4,admin.,71,yes,married,basic.4y
39683,yes,1,student,29,no,single,university.degree
39684,yes,1,retired,63,no,married,professional.course
39685,yes,1,admin.,33,no,married,university.degree
39686,yes,2,admin.,33,yes,married,university.degree
39687,no,5,admin.,54,no,married,professional.course
39688,yes,2,blue-collar,60,no,married,basic.4y
39689,no,2,admin.,33,no,married,university.degree
39690,yes,2,retired,63,yes,married,professional.course
39691,yes,1,technician,33,no,married,university.degree
39692,yes,1,retired,74,no,divorced,university.degree
39693,yes,1,services,47,yes,divorced,university.degree
39694,no,3,unemployed,50,no,married,high.school
39695,no,1,admin.,29,no,married,high.school
39696,no,3,self-employed,48,no,divorced,university.degree
39697,no,1,student,28,yes,single,high.school
39698,unknown,7,retired,68,unknown,married,professional.course
39699,no,1,retired,68,yes,married,professional.course
39700,yes,1,unknown,45,no,married,university.degree
39701,yes,1,management,45,no,married,basic.9y
39702,no,1,admin.,46,no,married,university.degree
39703,yes,2,admin.,31,yes,married,professional.course
39704,yes,2,management,58,no,married,university.degree
39705,no,2,unemployed,31,no,single,high.school
39706,yes,4,admin.,34,no,married,high.school
39707,no,3,admin.,46,no,married,university.degree
39708,unknown,3,student,28,unknown,single,university.degree
39709,yes,4,services,31,no,single,basic.9y
39710,unknown,1,services,31,unknown,single,basic.9y
39711,yes,1,blue-collar,61,yes,married,basic.6y
39712,yes,1,management,41,no,married,unknown
39713,no,1,admin.,34,no,married,university.degree
39714,yes,3,admin.,34,no,married,university.degree
39715,yes,1,services,29,no,single,high.school
39716,no,1,self-employed,45,no,married,high.school
39717,unknown,2,student,28,unknown,single,university.degree
39718,no,2,unemployed,24,yes,single,high.school
39719,no,1,retired,80,no,married,basic.4y
39720,yes,2,management,51,no,married,university.degree
39721,yes,7,technician,36,no,divorced,professional.course
39722,yes,1,retired,79,yes,married,basic.9y
39723,yes,1,unemployed,24,no,single,high.school
39724,yes,1,retired,76,no,divorced,basic.4y
39725,no,2,technician,45,no,single,university.degree
39726,no,2,student,20,no,single,unknown
39727,no,2,student,20,no,single,unknown
39728,no,4,admin.,36,no,married,university.degree
39729,yes,1,admin.,36,no,married,university.degree
39730,no,1,retired,77,no,divorced,basic.4y
39731,yes,1,student,22,no,single,high.school
39732,yes,1,blue-collar,46,no,married,professional.course
39733,no,1,retired,69,no,married,high.school
39734,no,3,retired,92,no,divorced,unknown
39735,yes,3,housemaid,64,no,married,unknown
39736,no,3,technician,31,no,divorced,university.degree
39737,yes,1,retired,84,no,married,basic.9y
39738,no,2,admin.,28,no,single,university.degree
39739,no,2,admin.,28,yes,married,high.school
39740,yes,2,retired,70,no,divorced,high.school
39741,yes,1,services,29,no,single,high.school
39742,no,3,retired,60,no,married,high.school
39743,no,1,technician,49,no,married,university.degree
39744,yes,1,technician,49,no,married,university.degree
39745,yes,1,admin.,36,yes,married,university.degree
39746,yes,1,student,37,no,divorced,university.degree
39747,yes,1,blue-collar,40,no,divorced,basic.9y
39748,no,1,blue-collar,43,yes,single,high.school
39749,no,1,technician,43,no,married,professional.course
39750,yes,1,technician,34,no,married,professional.course
39751,yes,1,admin.,54,no,divorced,basic.9y
39752,yes,2,retired,79,no,married,high.school
39753,no,2,admin.,38,no,single,basic.9y
39754,yes,2,student,37,yes,divorced,university.degree
39755,no,3,admin.,61,no,married,unknown
39756,yes,2,student,22,yes,single,high.school
39757,yes,1,unemployed,35,no,married,high.school
39758,yes,2,admin.,33,no,married,university.degree
39759,no,1,unemployed,23,no,married,high.school
39760,no,3,services,32,yes,single,university.degree
39761,yes,3,technician,25,no,single,high.school
39762,no,4,retired,74,no,married,professional.course
39763,no,2,technician,29,no,married,professional.course
39764,unknown,3,admin.,30,unknown,single,university.degree
39765,no,1,unemployed,26,no,married,basic.4y
39766,yes,3,retired,72,yes,single,university.degree
39767,yes,3,admin.,33,no,married,university.degree
39768,no,3,retired,72,no,single,university.degree
39769,no,2,admin.,30,yes,married,university.degree
39770,yes,1,technician,49,no,married,professional.course
39771,yes,1,unknown,31,yes,single,high.school
39772,no,1,unemployed,56,no,married,basic.9y
39773,no,1,technician,29,no,single,high.school
39774,yes,1,student,27,yes,single,basic.9y
39775,yes,1,admin.,47,yes,single,university.degree
39776,no,1,unknown,31,no,single,high.school
39777,no,5,unknown,31,no,single,high.school
39778,no,1,technician,49,no,single,university.degree
39779,yes,1,management,42,no,single,high.school
39780,yes,1,admin.,47,no,single,university.degree
39781,yes,3,admin.,37,yes,single,university.degree
39782,yes,1,admin.,29,no,married,university.degree
39783,no,1,blue-collar,29,no,single,basic.9y
39784,yes,1,services,25,no,single,unknown
39785,yes,1,services,25,no,single,unknown
39786,yes,1,housemaid,76,no,married,basic.4y
39787,yes,2,services,25,no,single,unknown
39788,yes,2,services,25,no,single,unknown
39789,yes,2,admin.,39,no,married,high.school
39790,yes,1,services,28,yes,married,high.school
39791,no,3,admin.,29,yes,married,university.degree
39792,yes,1,technician,23,yes,single,professional.course
39793,no,1,retired,59,no,divorced,professional.course
39794,no,1,technician,30,no,single,professional.course
39795,no,5,housemaid,76,no,married,basic.4y
39796,yes,1,technician,51,no,married,university.degree
39797,no,2,technician,39,yes,married,university.degree
39798,yes,1,technician,20,no,single,professional.course
39799,yes,1,blue-collar,40,no,married,basic.6y
39800,yes,1,admin.,52,no,divorced,university.degree
39801,no,1,blue-collar,34,no,married,basic.9y
39802,no,1,admin.,22,no,single,university.degree
39803,no,1,admin.,48,no,divorced,high.school
39804,yes,2,technician,29,no,single,professional.course
39805,yes,1,admin.,29,no,single,university.degree
39806,yes,1,admin.,34,no,married,high.school
39807,yes,1,admin.,34,no,married,high.school
39808,yes,1,unemployed,32,yes,single,professional.course
39809,no,1,services,31,yes,married,high.school
39810,yes,1,self-employed,52,no,married,university.degree
39811,no,2,blue-collar,38,yes,married,basic.6y
39812,no,2,blue-collar,38,no,married,basic.6y
39813,yes,1,blue-collar,38,no,married,basic.6y
39814,no,1,services,29,yes,single,high.school
39815,no,1,admin.,28,yes,married,high.school
39816,yes,1,admin.,47,no,divorced,high.school
39817,yes,1,admin.,48,no,married,high.school
39818,yes,1,blue-collar,32,no,single,basic.9y
39819,no,1,technician,35,no,single,professional.course
39820,yes,1,technician,35,no,single,professional.course
39821,unknown,1,blue-collar,47,unknown,married,basic.9y
39822,no,1,blue-collar,47,no,married,basic.9y
39823,yes,1,student,21,no,single,high.school
39824,yes,1,unemployed,29,no,single,university.degree
39825,no,1,entrepreneur,26,no,single,high.school
39826,yes,1,unemployed,37,no,married,high.school
39827,yes,1,technician,34,no,married,high.school
39828,yes,1,admin.,29,no,single,university.degree
39829,no,1,admin.,34,no,married,university.degree
39830,no,1,admin.,33,no,single,university.degree
39831,yes,1,technician,44,no,married,university.degree
39832,no,1,technician,38,no,single,high.school
39833,yes,2,admin.,29,no,single,university.degree
39834,no,2,technician,44,no,married,university.degree
39835,no,2,services,28,yes,married,high.school
39836,no,2,blue-collar,27,no,single,university.degree
39837,no,2,admin.,29,no,single,university.degree
39838,yes,1,admin.,27,no,married,high.school
39839,no,1,admin.,28,no,single,university.degree
39840,yes,1,admin.,37,no,married,university.degree
39841,unknown,1,admin.,37,unknown,married,university.degree
39842,no,2,admin.,35,yes,single,university.degree
39843,no,5,management,50,no,married,university.degree
39844,yes,1,management,36,no,divorced,university.degree
39845,yes,1,student,23,no,single,high.school
39846,yes,1,technician,39,no,married,university.degree
39847,no,1,retired,89,no,divorced,basic.4y
39848,yes,1,self-employed,30,no,married,university.degree
39849,yes,1,student,21,no,single,high.school
39850,no,1,management,39,no,married,university.degree
39851,no,4,self-employed,30,no,married,university.degree
39852,no,1,self-employed,36,yes,single,university.degree
39853,yes,2,technician,39,no,married,university.degree
39854,yes,1,unemployed,59,no,married,basic.4y
39855,no,1,technician,35,no,single,university.degree
39856,yes,1,admin.,35,no,single,university.degree
39857,no,1,student,22,yes,single,high.school
39858,no,1,services,28,no,single,university.degree
39859,yes,1,admin.,37,no,married,university.degree
39860,no,1,services,44,no,single,high.school
39861,no,1,services,33,no,married,high.school
39862,yes,3,admin.,27,no,married,university.degree
39863,yes,2,self-employed,29,no,single,university.degree
39864,no,2,student,25,no,single,high.school
39865,no,2,student,27,yes,single,university.degree
39866,yes,2,technician,31,no,married,professional.course
39867,yes,2,admin.,29,no,married,high.school
39868,yes,1,management,56,no,married,basic.6y
39869,yes,3,housemaid,60,no,married,basic.4y
39870,unknown,6,admin.,29,unknown,married,high.school
39871,yes,5,technician,31,no,married,professional.course
39872,yes,4,technician,31,no,married,professional.course
39873,yes,3,unemployed,37,no,married,university.degree
39874,yes,2,management,35,yes,divorced,university.degree
39875,yes,1,technician,31,no,married,professional.course
39876,yes,1,admin.,29,no,married,high.school
39877,yes,1,entrepreneur,39,no,single,university.degree
39878,yes,1,blue-collar,33,no,married,basic.9y
39879,yes,3,admin.,29,no,married,high.school
39880,no,6,student,24,no,single,high.school
39881,yes,3,management,28,no,single,university.degree
39882,no,3,services,36,no,married,high.school
39883,yes,1,management,28,no,single,university.degree
39884,yes,1,technician,29,yes,divorced,professional.course
39885,yes,1,blue-collar,43,yes,married,professional.course
39886,yes,1,blue-collar,38,yes,single,high.school
39887,yes,1,student,24,yes,single,high.school
39888,yes,1,student,24,no,single,high.school
39889,yes,1,management,28,no,single,university.degree
39890,no,4,retired,78,no,divorced,unknown
39891,no,2,student,24,yes,single,high.school
39892,no,1,retired,78,no,divorced,unknown
39893,yes,2,unknown,65,no,married,unknown
39894,no,2,admin.,26,yes,single,university.degree
39895,no,1,admin.,33,no,married,university.degree
39896,no,1,blue-collar,70,yes,married,basic.4y
39897,yes,4,retired,62,no,divorced,high.school
39898,yes,1,entrepreneur,41,no,married,university.degree
39899,yes,1,admin.,30,no,married,high.school
39900,yes,1,admin.,34,no,single,university.degree
39901,no,2,technician,27,no,single,professional.course
39902,no,2,technician,27,no,single,professional.course
39903,yes,1,student,18,no,single,basic.4y
39904,no,1,student,24,no,single,high.school
39905,no,1,management,36,no,married,university.degree
39906,no,1,management,36,no,married,university.degree
39907,no,1,admin.,32,no,single,university.degree
39908,no,1,admin.,45,yes,divorced,university.degree
39909,yes,1,admin.,27,no,single,high.school
39910,yes,1,admin.,36,no,single,university.degree
39911,no,1,admin.,36,no,single,university.degree
39912,yes,2,blue-collar,36,yes,single,high.school
39913,no,1,technician,35,no,divorced,professional.course
39914,yes,1,admin.,36,yes,single,university.degree
39915,no,1,blue-collar,36,no,single,high.school
39916,yes,1,technician,35,yes,divorced,professional.course
